,number,value,datetime_start,datetime_complete,duration,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state
804,804,0.9472133311895985,2024-05-01 06:56:29.339266,2024-05-01 06:56:29.621162,0 days 00:00:00.281896,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.836246514344172,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
805,805,0.9455314530538197,2024-05-01 06:56:29.622139,2024-05-01 06:56:29.916035,0 days 00:00:00.293896,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,6.0,9.473496469361885,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
806,806,0.9532357462135064,2024-05-01 06:56:29.917018,2024-05-01 06:56:30.163816,0 days 00:00:00.246798,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.639546923352853,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
807,807,-1.0,2024-05-01 06:56:30.164803,2024-05-01 06:56:30.427740,0 days 00:00:00.262937,,,,3.3000000000000003,,HDBSCAN,,,,4.0,ball_tree,30.0,eom,sokalsneath,2.0,,,,,,,,,32.0,1.0,none,,,,,,,3.0,9.116619497568834,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
808,808,0.9532357462135064,2024-05-01 06:56:30.428411,2024-05-01 06:56:30.656772,0 days 00:00:00.228361,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.99414620125259,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
809,809,0.12532220067486982,2024-05-01 06:56:30.657969,2024-05-01 06:56:30.914770,0 days 00:00:00.256801,,cosine,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.799469599152212,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
810,810,0.440958708524704,2024-05-01 06:56:30.915981,2024-05-01 06:56:39.503756,0 days 00:00:08.587775,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.6000000000000001,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,euclidean,2.0,237.0,,,COMPLETE
811,811,0.9532357462135064,2024-05-01 06:56:39.504725,2024-05-01 06:56:39.775975,0 days 00:00:00.271250,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.393631472059116,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
812,812,0.9532357462135064,2024-05-01 06:56:39.777025,2024-05-01 06:56:40.067965,0 days 00:00:00.290940,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.64268893473365,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
813,813,0.7519709743848537,2024-05-01 06:56:40.068959,2024-05-01 06:56:40.391406,0 days 00:00:00.322447,,manhattan,8.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,9.0,none,,,,,,,3.0,9.825274562672137,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
814,814,0.6991442951460113,2024-05-01 06:56:40.392391,2024-05-01 06:56:40.701749,0 days 00:00:00.309358,,manhattan,16.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.490006072543109,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
815,815,0.2996649742126465,2024-05-01 06:56:40.702755,2024-05-01 06:56:51.361349,0 days 00:00:10.658594,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,13.549623756362692,t-SNE,,,,,,,16.56242544927005,pca,20.0,barnes_hut,jaccard,2.0,,,,,,COMPLETE
816,816,0.9532357462135064,2024-05-01 06:56:51.372589,2024-05-01 06:56:51.640547,0 days 00:00:00.267958,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.213909040581255,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
817,817,-1.0,2024-05-01 06:56:51.641820,2024-05-01 06:56:51.773471,0 days 00:00:00.131651,,,,,,OPTICS,,,,,,,,,,,,,,,,10.0,,,1.0,none,kd_tree,35.0,xi,sokalmichener,192.0,,3.0,9.674759177224567,,PCA,randomized,,,,,,,,,,,,,,,True,0.5,COMPLETE
818,818,0.9532357462135064,2024-05-01 06:56:51.774203,2024-05-01 06:56:52.045775,0 days 00:00:00.271572,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.998227933112029,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
819,819,0.9339659207700731,2024-05-01 06:56:52.046782,2024-05-01 06:56:52.313012,0 days 00:00:00.266230,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.965587792228247,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
820,820,0.3540823434967555,2024-05-01 06:56:52.314189,2024-05-01 06:56:52.698011,0 days 00:00:00.383822,,,,,,KMeans,,,,,,,,,,elkan,random,16.0,13.0,1e-05,,,,,1.0,none,,,,,,,3.0,9.48241951154825,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
821,821,0.9036561553303653,2024-05-01 06:56:52.699274,2024-05-01 06:56:53.018266,0 days 00:00:00.318992,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,10.0,none,,,,,,,9.0,9.81083655266483,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
822,822,0.9532357462135064,2024-05-01 06:56:53.019311,2024-05-01 06:56:53.304565,0 days 00:00:00.285254,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.308634513425115,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
823,823,0.4659321764703445,2024-05-01 06:56:53.305554,2024-05-01 06:56:53.567433,0 days 00:00:00.261879,,manhattan,18.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,QR,,,,,,,4.0,9.650524152348998,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
824,824,0.9532357462135064,2024-05-01 06:56:53.568652,2024-05-01 06:56:53.870423,0 days 00:00:00.301771,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.842052456707393,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
825,825,0.9532357462135064,2024-05-01 06:56:53.875164,2024-05-01 06:56:54.132201,0 days 00:00:00.257037,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.5519481038044,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
826,826,0.8930099637136419,2024-05-01 06:56:54.133224,2024-05-01 06:56:54.406276,0 days 00:00:00.273052,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,none,,,,,,,4.0,9.825177474006349,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
827,827,0.9532357462135064,2024-05-01 06:56:54.407486,2024-05-01 06:56:54.681354,0 days 00:00:00.273868,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.346116778828105,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
828,828,0.9267847662589,2024-05-01 06:56:54.682399,2024-05-01 06:56:54.938511,0 days 00:00:00.256112,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.998803964963201,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
829,829,-1.0,2024-05-01 06:56:54.939530,2024-05-01 06:56:55.085414,0 days 00:00:00.145884,precomputed_nearest_neighbors,,,,kmeans,Spectral,45.549419458925556,2.0,lobpcg,,,,,,,,,,,,,,,,2.0,none,,,,,,,3.0,9.649293669582875,,PCA,randomized,6.0,0.6,10.0,15.0,87.0,,,,,,,,,,True,,COMPLETE
830,830,0.9472133311895985,2024-05-01 06:56:55.086244,2024-05-01 06:56:55.366432,0 days 00:00:00.280188,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.496112474595066,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
831,831,0.9345204260182611,2024-05-01 06:56:55.367477,2024-05-01 06:56:55.681529,0 days 00:00:00.314052,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,5.0,9.164993971017816,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
832,832,0.9532357462135064,2024-05-01 06:56:55.682525,2024-05-01 06:56:55.940378,0 days 00:00:00.257853,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.718973712822113,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
833,833,-1.0,2024-05-01 06:56:55.941387,2024-05-01 06:56:56.079664,0 days 00:00:00.138277,,,,8.1,,HDBSCAN,,,,8.4,auto,95.0,leaf,correlation,422.0,,,,,,,,,190.0,1.0,none,,,,,,,4.0,9.994458625597503,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
834,834,0.21775999665260315,2024-05-01 06:56:56.080413,2024-05-01 06:57:08.332331,0 days 00:00:12.251918,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.25,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,sokalsneath,7.0,427.0,,,COMPLETE
835,835,0.7872044118903797,2024-05-01 06:57:08.333320,2024-05-01 06:57:08.708555,0 days 00:00:00.375235,,manhattan,14.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.368684246794592,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
836,836,0.9510694119347141,2024-05-01 06:57:08.709583,2024-05-01 06:57:08.972283,0 days 00:00:00.262700,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.637244055385452,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
837,837,0.9267847662589,2024-05-01 06:57:08.973528,2024-05-01 06:57:09.242058,0 days 00:00:00.268530,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.745245082960853,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
838,838,0.3274626135826111,2024-05-01 06:57:09.243173,2024-05-01 07:00:38.936341,0 days 00:03:29.693168,,cosine,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,30.125066437665087,t-SNE,,,,,,,19.14663448564654,random,75.0,exact,sokalmichener,13.0,,,,,,COMPLETE
839,839,0.8685409171954397,2024-05-01 07:00:38.937364,2024-05-01 07:00:39.246514,0 days 00:00:00.309150,,manhattan,6.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,8.975704518220331,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
840,840,0.8850874331520209,2024-05-01 07:00:39.249626,2024-05-01 07:00:39.484247,0 days 00:00:00.234621,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,17.0,none,,,,,,,3.0,9.83241359181968,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
841,841,0.9470230812782723,2024-05-01 07:00:39.485264,2024-05-01 07:00:39.743339,0 days 00:00:00.258075,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.471469368750377,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
842,842,0.9472133311895985,2024-05-01 07:00:39.744346,2024-05-01 07:00:40.035110,0 days 00:00:00.290764,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.264914342045856,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
843,843,-1.0,2024-05-01 07:00:40.036169,2024-05-01 07:00:41.544425,0 days 00:00:01.508256,,,,,,OPTICS,,,,,,,,,,,,,,,,1.0,,,1.0,none,brute,100.0,dbscan,sokalsneath,472.0,,3.0,9.626200581676553,,PCA,randomized,,,,,,,,,,,,,,,True,0.8500000000000001,COMPLETE
844,844,0.9532357462135064,2024-05-01 07:00:41.545259,2024-05-01 07:00:41.780005,0 days 00:00:00.234746,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.784874671162669,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
845,845,0.9470230812782723,2024-05-01 07:00:41.781017,2024-05-01 07:00:42.048377,0 days 00:00:00.267360,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.50502891476256,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
846,846,0.44171672020436425,2024-05-01 07:00:42.049610,2024-05-01 07:00:42.215214,0 days 00:00:00.165604,,,,,,KMeans,,,,,,,,,,lloyd,k-means++,10.0,,0.0001,,,,,1.0,none,,,,,,,4.0,9.857581775674364,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
847,847,0.9182648420948173,2024-05-01 07:00:42.216494,2024-05-01 07:00:42.562324,0 days 00:00:00.345830,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,14.0,9.997866714872137,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
848,848,0.885087433152021,2024-05-01 07:00:42.563587,2024-05-01 07:00:42.818320,0 days 00:00:00.254733,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,QR,,,,,,,3.0,9.99829411061159,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
849,849,0.9532357462135064,2024-05-01 07:00:42.819741,2024-05-01 07:00:43.082921,0 days 00:00:00.263180,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.129684273964108,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
850,850,0.6731618443728996,2024-05-01 07:00:43.084202,2024-05-01 07:00:43.372683,0 days 00:00:00.288481,,manhattan,15.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.598533854158283,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
851,851,0.891864467872394,2024-05-01 07:00:43.373895,2024-05-01 07:00:43.629238,0 days 00:00:00.255343,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,8.0,none,,,,,,,4.0,9.36109565687676,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
852,852,0.8425796129715827,2024-05-01 07:00:43.630477,2024-05-01 07:00:43.959757,0 days 00:00:00.329280,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,auto,,,,,,,3.0,9.696865346356343,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
853,853,-1.0,2024-05-01 07:00:43.960912,2024-05-01 07:00:54.020652,0 days 00:00:10.059740,precomputed,,,,cluster_qr,Spectral,30.505993174631925,4.0,arpack,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,UMAP,,3.0,6.6,5.0,9.0,247.0,,,,,,,chebyshev,15.0,207.0,,,COMPLETE
854,854,0.7956898583934716,2024-05-01 07:00:54.021821,2024-05-01 07:00:54.272370,0 days 00:00:00.250549,,l2,11.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.47474178679479,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
855,855,0.9472133311895985,2024-05-01 07:00:54.273374,2024-05-01 07:00:54.533730,0 days 00:00:00.260356,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.810221470826315,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
856,856,0.9470230812782723,2024-05-01 07:00:54.534731,2024-05-01 07:00:54.833918,0 days 00:00:00.299187,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.199408317610482,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
857,857,0.9472133311895985,2024-05-01 07:00:54.835084,2024-05-01 07:00:55.170446,0 days 00:00:00.335362,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.99940701710452,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
858,858,0.9510694119347141,2024-05-01 07:00:55.171689,2024-05-01 07:00:55.504413,0 days 00:00:00.332724,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.654408316301835,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
859,859,-1.0,2024-05-01 07:00:55.505585,2024-05-01 07:01:05.215542,0 days 00:00:09.709957,,,,0.7000000000000001,,HDBSCAN,,,,0.0,kd_tree,10.0,eom,l1,502.0,,,,,,,,,106.0,,,,,,,,,,,7.88061399382061,t-SNE,,,,,,,12.032940411700539,pca,100.0,barnes_hut,yule,2.0,,,,,,COMPLETE
860,860,0.9267847662589,2024-05-01 07:01:05.216575,2024-05-01 07:01:05.493979,0 days 00:00:00.277404,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.385334151619174,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
861,861,0.9532357462135064,2024-05-01 07:01:05.495362,2024-05-01 07:01:05.752116,0 days 00:00:00.256754,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,8.957125735276945,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
862,862,0.9339880065280367,2024-05-01 07:01:05.753117,2024-05-01 07:01:06.068853,0 days 00:00:00.315736,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,5.0,9.823679005486822,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
863,863,0.8348654558886124,2024-05-01 07:01:06.069885,2024-05-01 07:01:06.404832,0 days 00:00:00.334947,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.565217023546527,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
864,864,0.8335363096217197,2024-05-01 07:01:06.405874,2024-05-01 07:01:06.692115,0 days 00:00:00.286241,,manhattan,7.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.99972552285047,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
865,865,0.9532357462135064,2024-05-01 07:01:06.693300,2024-05-01 07:01:06.952957,0 days 00:00:00.259657,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.68123721983561,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
866,866,0.9510694119347141,2024-05-01 07:01:06.954166,2024-05-01 07:01:07.211891,0 days 00:00:00.257725,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.305659337317653,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
867,867,0.9472133311895985,2024-05-01 07:01:07.213104,2024-05-01 07:01:07.488194,0 days 00:00:00.275090,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.819284258480662,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
868,868,0.9267847662589,2024-05-01 07:01:07.489240,2024-05-01 07:01:07.767708,0 days 00:00:00.278468,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.507769862117259,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
869,869,-0.07247516728505113,2024-05-01 07:01:07.768730,2024-05-01 07:01:09.335525,0 days 00:00:01.566795,,,,,,OPTICS,,,,,,,,,,,,,,,,inf,,,2.0,none,auto,50.0,xi,euclidean,22.0,,3.0,9.69677533920839,,PCA,randomized,,,,,,,,,,,,,,,True,0.0,COMPLETE
870,870,0.43804974919600026,2024-05-01 07:01:09.336804,2024-05-01 07:01:09.599268,0 days 00:00:00.262464,,cosine,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.135741341577862,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
871,871,0.9532357462135064,2024-05-01 07:01:09.600279,2024-05-01 07:01:09.867657,0 days 00:00:00.267378,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.437044758365927,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
872,872,0.9510694119347141,2024-05-01 07:01:09.868698,2024-05-01 07:01:10.165800,0 days 00:00:00.297102,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.819830643014134,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
873,873,0.897654481092983,2024-05-01 07:01:10.166828,2024-05-01 07:01:10.512209,0 days 00:00:00.345381,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,15.0,none,,,,,,,4.0,9.59552102693224,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
874,874,0.33765397109085254,2024-05-01 07:01:10.513418,2024-05-01 07:01:10.722089,0 days 00:00:00.208671,,,,,,KMeans,,,,,,,,,,elkan,random,17.0,3.0,1e-06,,,,,1.0,QR,,,,,,,3.0,9.823187768989222,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
875,875,0.3536909520626068,2024-05-01 07:01:10.723140,2024-05-01 07:01:19.706317,0 days 00:00:08.983177,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.75,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,manhattan,20.0,52.0,,,COMPLETE
876,876,0.9532357462135064,2024-05-01 07:01:19.707361,2024-05-01 07:01:19.974453,0 days 00:00:00.267092,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.351656035390558,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
877,877,0.9084260833402813,2024-05-01 07:01:19.975535,2024-05-01 07:01:20.343472,0 days 00:00:00.367937,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,10.0,9.680589174558364,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
878,878,0.9532357462135064,2024-05-01 07:01:20.344502,2024-05-01 07:01:20.611220,0 days 00:00:00.266718,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.845042534803625,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
879,879,0.8425796129715827,2024-05-01 07:01:20.612405,2024-05-01 07:01:20.873754,0 days 00:00:00.261349,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,auto,,,,,,,3.0,2.0926808187781365,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
880,880,-1.0,2024-05-01 07:01:20.874940,2024-05-01 07:01:21.147094,0 days 00:00:00.272154,rbf,,,,kmeans,Spectral,77.15944466838585,3.0,amg,,,,,,,,,,,,,,,,1.0,none,,,,,,,4.0,8.986847019502799,,PCA,randomized,10.0,4.1,12.0,5.0,142.0,,,,,,,,,,True,,COMPLETE
881,881,0.9510694119347141,2024-05-01 07:01:21.148032,2024-05-01 07:01:21.398889,0 days 00:00:00.250857,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.524281234934186,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
882,882,0.2150132656097412,2024-05-01 07:01:21.399936,2024-05-01 07:04:18.821931,0 days 00:02:57.421995,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,24.76035406223513,t-SNE,,,,,,,15.597121204967127,random,55.0,exact,l1,7.0,,,,,,COMPLETE
883,883,0.8997538761289173,2024-05-01 07:04:18.823018,2024-05-01 07:04:19.118822,0 days 00:00:00.295804,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,12.0,none,,,,,,,8.0,9.209829261951711,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
884,884,0.9262335527482491,2024-05-01 07:04:19.120107,2024-05-01 07:04:19.422424,0 days 00:00:00.302317,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,7.0,9.991512521210797,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
885,885,0.9472133311895985,2024-05-01 07:04:19.423679,2024-05-01 07:04:19.692799,0 days 00:00:00.269120,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.611846767267393,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
886,886,-1.0,2024-05-01 07:04:19.694006,2024-05-01 07:04:20.004270,0 days 00:00:00.310264,,,,4.3,,HDBSCAN,,,,5.7,brute,40.0,leaf,canberra,352.0,,,,,,,,,90.0,1.0,none,,,,,,,3.0,9.814679646874275,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
887,887,0.8285721958976879,2024-05-01 07:04:20.005369,2024-05-01 07:04:20.292944,0 days 00:00:00.287575,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.399614215130644,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
888,888,0.9532357462135064,2024-05-01 07:04:20.293999,2024-05-01 07:04:20.631111,0 days 00:00:00.337112,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.68167968877431,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
889,889,0.9532357462135064,2024-05-01 07:04:20.632198,2024-05-01 07:04:20.896833,0 days 00:00:00.264635,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,2.3679054563721014,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
890,890,0.9470230812782723,2024-05-01 07:04:20.897875,2024-05-01 07:04:21.177337,0 days 00:00:00.279462,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.999413383704665,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
